"","Tau","Set","Day_0_Seq","Day_20_Seq","N","log_N","OT","DPM","DPMKills","molLeu","molLeuLhr","gCLhr","uMChr","log_uMChr","ind_P","ind_P_g","turnover_t","NumRes","AvgRes","Day_0.S","Day_20.S","Day_0.SimpE","Day_20.SimpE"
"1",0.221848749616356,"1","GSF3365_RTLC_002",NA,NA,NA,0.0943125,855016.169801914,689617.211925539,1.92943095497045e-12,1.28628730331363e-09,3.97628408239682e-06,0.0331355681438374,-1.47970557857769,NA,NA,NA,30,0.936161290322581,2137,NA,0.274293848784658,NA
"2",0.721848749616356,"1","GSF3365_RTLC_003","GSF3365_RTLC_017",NA,NA,0.1394375,728486.270633755,617696.10506478,1.72820800476968e-12,1.15213866984645e-09,3.56159206564699e-06,0.0296798151606561,-1.52753880807485,NA,NA,NA,30,0.889548387096774,1765,1231,0.138854487230241,0.0454487486731883
"3",1.22184874961636,"1","GSF3365_RTLC_004",NA,NA,NA,0.1208125,293934.758854132,248855.361140418,6.96254717532366e-13,4.64169811688244e-10,1.43488241623036e-06,0.0119573056391724,-1.92236666966745,NA,NA,NA,29,0.726903225806452,3222,NA,0.21868839580417,NA
"4",1.72184874961636,"1","GSF3365_RTLC_005","GSF3365_RTLC_019",NA,NA,0.0410625,549436.501851666,500337.710337065,1.39985929812843e-12,9.33239532085623e-10,2.88491185984343e-06,0.0240408360016332,-1.61905043414919,NA,NA,NA,28,0.338677419354839,1932,1883,0.265719110694768,0.0606951079304875
"5",2.22184874961636,"1",NA,"GSF3365_RTLC_020",NA,NA,0.0800625,320507.723223242,292044.855959202,8.1709153365565e-13,5.44727689103767e-10,1.68390998950565e-06,0.0140325271155474,-1.85286410990492,NA,NA,NA,25,0.701258064516129,NA,2106,NA,0.271184269816141
"6",2.72184874961636,"1",NA,"GSF3365_RTLC_021",NA,NA,0.1394375,156102.660379718,133594.369171236,3.7377418491197e-13,2.49182789941313e-10,7.70295686428993e-07,0.00641910504371873,-2.19252551736228,NA,NA,NA,31,0.830967741935484,NA,2482,NA,0.360513704049498
"7",3.22184874961636,"1","GSF3365_RTLC_008",NA,NA,NA,0.2128125,76342.7279451777,64153.419610549,1.79490290444153e-13,1.19660193629435e-10,3.69904081304012e-07,0.00308252168073072,-2.51109386013739,NA,NA,NA,31,0.595645161290323,1918,NA,0.169683833807174,NA
"8",3.72184874961636,"1","GSF3365_RTLC_009",NA,NA,NA,0.1913125,100314.877298372,80980.1719200184,2.26568664092716e-13,1.5104577606181e-10,4.66925945331676e-07,0.00389103398023246,-2.40993497650466,NA,NA,NA,29,0.629838709677419,2367,NA,0.217983754812139,NA
"9",4.22184874961636,"1","GSF3365_RTLC_010","GSF3365_RTLC_024",NA,NA,0.2718125,68744.1185353906,53581.2910907878,1.49911283897901e-13,9.9940855931934e-11,3.08945935794849e-07,0.00257453916675921,-2.5893004968148,NA,NA,NA,30,0.584,2083,2117,0.250042908126814,0.365417320867542
"10",4.72184874961636,"1","GSF3365_RTLC_011",NA,NA,NA,0.2844375,84988.2589674898,47672.0467410517,1.33378229368954e-13,8.89188195793029e-11,2.7487365070608e-07,0.00229060459342897,-2.64004987271045,NA,NA,NA,29,0.525225806451613,2425,NA,0.276963940557895,NA
"11",5.22184874961636,"1","GSF3365_RTLC_012","GSF3365_RTLC_026",NA,NA,0.3100625,78939.5123128847,64662.3805524781,1.80914276068709e-13,1.2060951737914e-10,3.72838714107481e-07,0.00310697685627187,-2.50766198177266,NA,NA,NA,21,0.307806451612903,1510,1803,0.201879900092321,0.307014012573211
"12",5.72184874961636,"1",NA,"GSF3365_RTLC_027",NA,NA,0.1795625,78938.5700834334,62888.4765722157,1.75951196273895e-13,1.1730079751593e-10,3.62610509186779e-07,0.00302174215620619,-2.51974259655368,NA,NA,NA,27,0.521354838709677,NA,2110,NA,0.374347889010559
"13",6.22184874961636,"1",NA,"GSF3365_RTLC_028",NA,NA,0.3070625,83292.2459551993,61215.8099118845,1.71271361177003e-13,1.14180907451335e-10,3.52966031494496e-07,0.00294137183025308,-2.53145007116794,NA,NA,NA,27,0.48658064516129,NA,2353,NA,0.290747600840338
"14",0.471848749616356,"2","GSF3365_RTLC_030",NA,5100000,6.70757017609794,0.0684375,769690.406700226,653577.612916004,1.82859832386549e-12,1.21906554924366e-09,3.76848230280166e-06,0.0314038935739371,-1.50301650311004,6.15762619096806e-09,7.38918098588562e-16,35.1865789316349,29,0.799483870967742,2119,NA,0.182065403424948,NA
"15",0.971848749616356,"2","GSF3365_RTLC_031","GSF3365_RTLC_045",4530000,6.65609820201283,0.0981875,994882.6124556,876467.278724502,2.45220546898467e-12,1.63480364598978e-09,5.05364835573477e-06,0.0421135678428445,-1.37557796378464,9.29659334279129e-09,1.11559566351761e-15,23.3059349818722,31,0.973612903225807,1784,1812,0.214183985549943,0.1934532230458
"16",1.97184874961636,"2","GSF3365_RTLC_033","GSF3365_RTLC_047",4640000,6.66651798055488,0.0980625,246258.118890051,223591.845518523,6.25571723794200e-13,4.170478158628e-10,1.28921477149127e-06,0.0107434134552682,-1.96885771032575,2.31539083087677e-09,2.77848011097257e-16,93.5763401628203,27,0.812225806451613,1836,2152,0.208886572715061,0.265217957258936
"17",2.47184874961636,"2","GSF3365_RTLC_034","GSF3365_RTLC_048",4340000,6.63748972951251,0.1006875,161537.861679617,145168.192822864,4.06155763031907e-13,2.70770508687938e-10,8.37029535240478e-07,0.00697521822601947,-2.15644220054562,1.60719313963582e-09,1.92863948212092e-16,134.810057768847,27,0.795225806451613,1620,1906,0.27343496998638,0.314213842821338
"18",2.97184874961636,"2","GSF3365_RTLC_035","GSF3365_RTLC_049",10300000,7.01283722470517,0.1094375,142688.698996923,118303.661274242,3.30993400688943e-13,2.20662267125962e-10,6.82130545872782e-07,0.00568439847792166,-2.24531548551291,5.51883347371035e-10,6.62262665895905e-17,392.59347293611,27,0.675258064516129,1923,2180,0.1687388229339,0.289678560326957
"19",3.47184874961636,"2","GSF3365_RTLC_036","GSF3365_RTLC_050",7400000,6.86923171973098,0.0816875,145438.398421743,126451.21066971,3.537888497278e-13,2.35859233151867e-10,7.29108739588807e-07,0.0060758818596154,-2.21639067921609,8.21065116164244e-10,9.85282080525414e-17,263.883820825556,26,0.799838709677419,1880,2478,0.120323490947937,0.2371381288532
"20",3.97184874961636,"2",NA,"GSF3365_RTLC_051",10200000,7.00860017176192,0.1199375,86698.9470324279,71776.4279763905,2.00818163439065e-13,1.33878775626043e-10,4.13857808532539e-07,0.00344880127584421,-2.46233182949191,3.38117772141589e-10,4.05742949541705e-17,640.799797738137,30,0.691612903225806,NA,2268,NA,0.254337851603979
"21",4.47184874961636,"2","GSF3365_RTLC_038",NA,10350000,7.01494034979294,0.1221875,92587.9470796786,77449.3887846766,2.16690137050743e-13,1.44460091367162e-10,4.46567699428483e-07,0.00372138260964738,-2.42929567619823,3.59553875328249e-10,4.31466376259404e-17,602.59620287001,28,0.684806451612903,2203,NA,0.13330210129474,NA
"22",4.97184874961636,"2","GSF3365_RTLC_039","GSF3365_RTLC_053",9580000,6.98136550907854,0.1806875,77689.5367503082,63125.6741409864,1.76614834483203e-13,1.17743222988802e-10,3.63978173596507e-07,0.00303313931403177,-2.51810764180745,3.16611619418765e-10,3.7993546304437e-17,684.326748328929,27,0.517870967741936,2158,1547,0.174897274731214,0.356357008230265
"23",5.47184874961636,"2","GSF3365_RTLC_040",NA,9840000,6.99299509843134,0.0858125,68624.9164404531,57700.845357163,1.61437091816807e-13,1.07624727877871e-10,3.32698994408656e-07,0.00277248053010565,-2.55713149502456,2.81756151433501e-10,3.38108734155138e-17,768.983388286862,23,0.599838709677419,1876,NA,0.151339087762764,NA
"24",5.97184874961636,"2","GSF3365_RTLC_041","GSF3365_RTLC_055",7320000,6.86451108105839,0.0848125,102940.453480752,87026.9718285947,2.43486575537448e-13,1.62324383691632e-10,5.01791366046417e-07,0.00418157799067461,-2.37865979877068,5.71253823862652e-10,6.85507330664505e-17,379.281137297198,28,0.728709677419355,2000,2265,0.150004103135948,0.332776324060305
"25",6.47184874961636,"2",NA,NA,1.5e+07,7.17609125905568,0.0941875,93994.0285516345,74828.3736021964,2.09356985065739e-13,1.39571323377159e-10,4.31455111213469e-07,0.00359544487827521,-2.44424736502342,2.39696325218347e-10,2.8763674080898e-17,903.917904467798,30,0.669161290322581,NA,NA,NA,NA
"26",1.09684874961636,"3",NA,"GSF3365_RTLC_073",4130000,6.6159500516564,0.042375,518133.49170869,483037.97609991,1.35145760198061e-12,9.0097173465374e-10,2.78516281546441e-06,0.0232095972901095,-1.63433239492541,5.61975721310158e-09,6.74373563066442e-16,38.5542990175586,27,0.584838709677419,NA,1368,NA,0.129398708575389
"27",1.47184874961636,"3","GSF3365_RTLC_060","GSF3365_RTLC_074",4010000,6.60314437262018,0.065625,564731.809634437,527574.42063424,1.4760629529244e-12,9.84041968616269e-10,3.0419568055592e-06,0.0253495386477665,-1.59602994025776,6.32158071016621e-09,7.58592719590823e-16,34.2739909421015,28,0.590516129032258,1894,1872,0.157367664768576,0.162157282691486
"28",2.09684874961636,"3",NA,"GSF3365_RTLC_077",2980000,6.47421626407626,0.013375,512446.29746581,491254.130267479,1.37444499543249e-12,9.16296663621657e-10,2.83253657944545e-06,0.0236043770774928,-1.627007456168,7.92093190519891e-09,9.50515630686392e-16,27.3535743764937,29,0.502774193548387,NA,1905,NA,0.181111546330287
"29",2.34684874961636,"3",NA,"GSF3365_RTLC_078",9180000,6.96284268120124,0.031625,285752.11383131,266614.205327668,7.45940924759857e-13,4.97293949839905e-10,1.5372786561188e-06,0.0128106042250348,-1.89243038583612,1.39549065632187e-09,1.67459548596819e-16,155.261376361395,29,0.695548387096774,NA,1977,NA,0.288061482220911
"30",2.59684874961636,"3","GSF3365_RTLC_065",NA,25090000,7.39950066131461,0.05,101049.253001152,92497.4823703373,2.58792127945659e-13,1.72528085297106e-10,5.33333943020357e-07,0.00444443174737154,-2.35218375882359,1.77139567452034e-10,2.12568331215766e-17,1223.13610175586,27,0.636354838709677,1631,NA,0.201026624024832,NA
"31",2.84684874961636,"3","GSF3365_RTLC_066","GSF3365_RTLC_080",28315000,7.45201656596255,0.047125,84970.2251536381,73990.2986786212,2.07012194836946e-13,1.38008129891297e-10,4.26622830462873e-07,0.00355517603309626,-2.44913889048707,1.25558044608732e-10,1.50670256211504e-17,1725.62260486917,31,0.668354838709677,2090,1758,0.174785548611859,0.359964333862096
"32",3.09684874961636,"3",NA,"GSF3365_RTLC_081",47565000,7.67728750108277,0.040875,107355.827711853,92288.0523100043,2.58206178473517e-13,1.72137452315678e-10,5.32126384100892e-07,0.00443436879662796,-2.35316819040964,9.32275580075257e-11,1.11873517103099e-17,2324.05315156394,31,0.673677419354839,NA,2515,NA,0.320248858558654
"33",3.34684874961636,"3","GSF3365_RTLC_068","GSF3365_RTLC_082",46235000,7.6649708619648,0.06925,89846.065690113,75275.5766051568,2.10608182544784e-13,1.40405455029856e-10,4.34033652107637e-07,0.00361693263310857,-2.44165958008042,7.82293204954811e-11,9.38755600968177e-18,2769.62395464646,28,0.592709677419355,2041,2559,0.13197955450484,0.2818922220906
"34",3.59684874961636,"3","GSF3365_RTLC_069","GSF3365_RTLC_083",40545000,7.60793730475441,0.082125,63694.6070952539,55691.2500307879,1.55814587965945e-13,1.03876391977296e-10,3.2111180985157e-07,0.00267592104503609,-2.57252670488441,6.59987925770401e-11,7.91988678879196e-18,3282.87520937731,30,0.597193548387097,1167,2601,0.238708229810698,0.297774208373904
"35",3.84684874961636,"3","GSF3365_RTLC_070","GSF3365_RTLC_084",52010000,7.71608685377483,0.14475,95533.5707369413,79620.2531944007,2.22763844201222e-13,1.48509229467481e-10,4.59084750117119e-07,0.00382569094815099,-2.41729011662285,7.35568342270907e-11,8.82685541467255e-18,2945.55634804907,24,0.531806451612903,1447,2289,0.183022773816884,0.259501937604147
"36",-0.278151250383644,"4","GSF3365_RTLC_085","GSF3365_RTLC_099",2361000,6.37309598707873,0.0411875,1353432.57788386,1286500.57490416,3.59940846875988e-12,2.39960564583992e-09,7.41787134880574e-06,0.0618153473110029,-1.20890368631897,2.61818497717081e-08,3.14183453994314e-15,8.2754198763346,27,0.485903225806452,1940,1501,0.173717680876001,0.110636260385025
"37",-0.0281512503836436,"4","GSF3365_RTLC_086","GSF3365_RTLC_100",3947529,6.59632532917906,0.0399375,1622418.48438295,1534115.60201531,4.29219294391839e-12,2.86146196261226e-09,8.8456020867251e-06,0.0737130558693063,-1.1324555841921,1.86732145271906e-08,2.2407947064417e-15,11.6030263393861,29,0.501709677419355,1945,1001,0.13411241319709,0.0501860281363953
"38",0.596848749616356,"4","GSF3365_RTLC_087","GSF3365_RTLC_101",2501000,6.3981136917305,0.0378125,1500121.08722668,1414341.2070775,3.9570846821037e-12,2.6380564547358e-09,8.15499139454108e-06,0.0679579897881292,-1.16775947613664,2.71723269844579e-08,3.26069228090407e-15,7.97376684462575,29,0.51058064516129,2334,1420,0.146770110886755,0.0702877705584834
"39",1.59684874961636,"4","GSF3365_RTLC_088","GSF3365_RTLC_102",1332178,6.12456225730651,0.0053125,573516.508018731,546091.834556955,1.5278715084689e-12,1.01858100564594e-09,3.14872690490527e-06,0.0262392859166471,-1.5810479881485,1.96965314820145e-08,2.36359323221466e-15,11.0002007306639,26,0.366290322580645,1844,1589,0.117634573280008,0.0399341770504924
"40",1.84684874961636,"4","GSF3365_RTLC_089","GSF3365_RTLC_103",1457251,6.1635343620147,0.0128125,445450.755262104,429233.919374394,1.20092305795533e-12,8.0061537197022e-10,2.47493242877107e-06,0.0206243544086779,-1.68561963701498,1.41529183432902e-08,1.6983569946228e-15,15.3089133099337,23,0.445774193548387,2220,1471,0.134818599711796,0.111886492722251
"41",4.09684874961636,"4","GSF3365_RTLC_090",NA,63046571,7.79966147098404,0.0365625,118170.430382639,98771.0678929483,2.76344546731991e-13,1.84229697821328e-10,5.69506993550028e-07,0.00474587262935045,-2.32368392164176,7.52756661317941e-11,9.03311606827956e-18,2878.2980096205,29,0.447516129032258,1983,NA,0.151918139535907,NA
"42",4.34684874961636,"4",NA,"GSF3365_RTLC_105",64260991,7.8079474187336,0.0245625,134342.681209393,114356.238526668,3.19949187305321e-13,2.13299458203547e-10,6.59369985425277e-07,0.00549472789954446,-2.26005380909168,8.55064295467286e-11,1.02608125888578e-17,2533.91237534475,30,0.459645161290323,NA,2174,NA,0.289053397154053
"43",4.59684874961636,"4",NA,"GSF3365_RTLC_106",66130187,7.82039975078433,0.0496875,136246.144474147,119562.811905274,3.34516288694741e-13,2.23010859129827e-10,6.89390719379087e-07,0.00574489968180175,-2.24071755061718,8.68725757845165e-11,1.04247507931451e-17,2494.06441611021,26,0.405967741935484,NA,1601,NA,0.240753898707671
"44",4.84684874961636,"4","GSF3365_RTLC_093","GSF3365_RTLC_107",40602066,7.60854813282772,0.0380625,119316.836176248,104663.979413892,2.92831904800773e-13,1.95221269867182e-10,6.03485104702845e-07,0.00502902242302022,-2.29851642797576,1.23861244475102e-10,1.48634087906474e-17,1749.26225647243,31,0.500483870967742,1165,1971,0.125548622264125,0.206516048190021
"45",5.09684874961636,"4",NA,"GSF3365_RTLC_108",31864811,7.5033113468893,0.0513125,128709.43977383,112020.619008708,3.13414523554103e-13,2.08943015702735e-10,6.45902968432083e-07,0.00538250320683508,-2.26901570275661,1.68916840800816e-10,2.02701019765058e-17,1282.67731608531,30,0.44741935483871,NA,2179,NA,0.249803613227955
"46",5.34684874961636,"4",NA,NA,56818032,7.75448618703665,0.0506875,115010.117908332,95765.3657472553,2.6793510644971e-13,1.78623404299806e-10,5.52176327505637e-07,0.00460145099000273,-2.33710519927791,8.09857509672762e-11,9.7183289893891e-18,2675.35705247146,29,0.375193548387097,NA,NA,NA,NA
"47",5.59684874961636,"4","GSF3365_RTLC_096",NA,50676310,7.70480498417151,0.0479375,100982.967786896,84973.899328612,2.37742429994438e-13,1.58494953329625e-10,4.89953495180501e-07,0.00408292946138767,-2.3890281230882,8.056879953153e-11,9.66829461696206e-18,2689.20228748363,31,0.592064516129032,2162,NA,0.140373541214151,NA
"48",5.84684874961636,"4","GSF3365_RTLC_097","GSF3365_RTLC_111",44491827,7.64828023986194,0.0570625,130384.541806091,109678.361386713,3.06861287523678e-13,2.04574191682452e-10,6.32397676600395e-07,0.00526995955841407,-2.27819271754362,1.18447811963624e-10,1.4213794290812e-17,1829.2089689807,31,0.412451612903226,2217,2272,0.128518994015923,0.248813785301445
"49",6.09684874961636,"4",NA,NA,67834620,7.83145139648679,0.0621875,124295.989156004,100700.508619948,2.81742791729472e-13,1.87828527819648e-10,5.806320123547e-07,0.00483858074855542,-2.31528200683889,7.13290757515177e-11,8.55952332827544e-18,3037.55232655443,31,0.466322580645161,NA,NA,NA,NA
